Bone type,Bone #,R_BS,G_BS,R_G,Ronly_BS,Gonly_BS,sLS_BS,dLS_BS,LS_BS,R_LS,G_LS,MS_BS,sLS_LS,dLS_LS,dLS_sLS,MAR,BFR,BV_TV,Tb.Th,Tb.N,Tb.Sp,AP_BS,AP_R_BS,AP_G_BS,AP_RG_BS,AP_R_RG_BS,AP_L_BS,AP_NL_BS,AP_L_AP,AP_NL_AP,AP_R_R,AP_G_G,AP_RG_RG,AP_R_RG_R,AP_TRAP_BS,TRAP_BS,TRAP_L_BS,TRAP_NL_BS,AP_TRAP_R_RG_BS,TRAP_on_TRAP,TRAP_L_TRAP_on,TRAP_NL_TRAP_on,GFP_BS,GFP_R_BS,GFPonly_BS,Height_Width,Osteocytes_Density,Cortex_Width,AC_Intensity,RedBeads_Intensity,AC_RedBeads,AC_BR_Intensity,AC_BR_RedBeads,Calcein_Intensity,GreenBeads_Intensity,Calcein_GreenBeads,AP_Intensity,TRAP_Intensity,exp_name,gene_symbol,AP_Background_Intensity,TRAP_Background_Intensity,Osteocytes_N
,Akap11_E01_hV_F_s8,43.91974685,20.9425788,205.3399846,33.38244577,11.5261427,45.22982764,10.53730108,55.76712872,78.79659043,39.44539865,33.1522149,81.75801092,18.24198908,22.98157997,1.31553156,0.500008714,12.56341567,44.5176743,2.823201547,309.7301451,84.52775476,32.35984535,11.76470588,13.40789837,45.76774372,57.5324496,26.99530516,68.06338316,31.93661684,66.76638177,39.93438013,94.73170732,94.43019943,10.50124275,16.90111919,8.329910257,5.047035384,4.763877382,86.15160987,62.52351913,37.47648087,,,,2.674831062,1610.77538,240.9100011,43,251,0.171314741,26.33333333,0.104913679,81.66666667,238,0.343559189,59.5,160.3333333,Akap11_E01V_v2.xls,Akap11,27.95151469,20.69888927,
Female,Arrb1_E01_hV_F_s1,43.66848064,19.28377593,240.6874903,33.85476846,8.31018591,42.21654719,10.97359002,53.19013722,84.32366617,36.36799157,32.08186362,79.30834226,20.69165774,26.32398021,1.339411572,0.364796296,18.20703652,48.23575846,3.764097028,217.9749999,84.37316427,29.57510258,9.573399105,11.75207819,40.25303736,49.82643647,37.71809628,56.9155319,43.0844681,70.68137597,41.97036444,97.42521772,94.70234257,8.839528145,7.805192337,3.412381109,3.434695989,2.891203069,85.19568856,51.90675991,48.09324009,,,,2.666189795,1640.01199,215.2378548,41.33333333,242.6666667,0.170330842,25.66666667,0.105782115,72,235,0.307947211,64.66666667,116,Arrb1_E01V_v2.xls,Arrb1,24.86978239,19.23651442,
,Arrb1_E01_hV_F_s2,57.51406074,28.08052608,213.3973289,40.32620922,8.200436951,50.08998875,17.18785152,67.27784027,85.48737669,40.0601906,42.23284589,74.4524327,25.5475673,34.31394565,1.194003719,0.445213044,12.4357075,41.50672159,2.990056165,301.0428699,93.04817195,38.03149606,8.135656204,16.98537683,55.01687289,64.03824522,27.06411699,70.29262872,29.70737128,66.12556229,28.47535743,98.05194805,95.65812634,27.77853289,,,,,,,,,,,3.201178431,1455.498609,190.4698818,46.5,243,0.190205754,30.5,0.124757444,88,239,0.369027109,73,159.5,Arrb1_E01V_v2.xls,Arrb1,24.51949835,20.3092495,
,Arrb1_E01_hV_F_s3,53.20316968,26.3760028,211.0804343,38.95597358,8.795927366,46.93839342,17.58007544,64.51846886,86.22801126,40.84532428,41.04927215,72.92666445,27.07333555,37.28823427,1.357692634,0.60977131,19.81437444,47.35314533,4.184258517,191.6382832,89.08184657,37.63135591,8.393285603,16.74646096,53.63235212,62.02563772,28.22846615,68.6569539,31.3430461,71.29921457,31.79238647,97.9175385,96.25838881,11.66720732,11.80795726,8.45403212,5.767727962,6.967391489,84.05179627,60.60708279,39.39291721,,,,3.234276191,1277.218223,218.9356522,45.66666667,241.6666667,0.188908532,28,0.115789377,76,234.3333333,0.329338959,67,141,Arrb1_E01V_v2.xls,Arrb1,23.91267231,19.34698181,
,Arrb1_E01_hV_F_s4,46.52667961,25.59345157,187.8997868,35.69546285,11.30968622,45.1159618,14.28376535,59.39972715,80.96003675,43.08681672,36.84174625,75.95314653,24.04685347,31.66011491,1.302471401,0.407225123,10.61031852,47.14505946,2.248700662,397.9962242,85.58765625,34.12005457,10.76398363,12.45566166,46.57571623,57.33969986,30.13642565,65.54897068,34.45102932,70.95035461,40.85965821,97.3347548,96.85106383,11.94423186,11.76963124,8.26739427,3.942701228,6.425648022,73.00249862,67.70949721,32.29050279,,,,3.921737803,1548.616716,229.3965543,40.33333333,242.3333333,0.166439932,23.66666667,0.097665771,85,235.3333333,0.361770795,77.5,142.3333333,Arrb1_E01V_v2.xls,Arrb1,20.33668554,20.52580191,
,Arrb1_E01_hV_F_s5,48.75006403,24.66325068,199.437358,32.72102366,8.634210314,41.35523398,16.02904037,57.38427435,85.02528418,42.83927116,36.70665736,72.13544466,27.86455534,38.7435504,1.419928442,0.522901469,15.09916731,51.27699523,2.934418061,294.0174985,89.27205588,30.97114556,7.743830076,15.3895477,46.36069326,54.10452333,35.16753255,60.61003451,39.38996549,63.66309078,30.69111017,95.99719299,95.12463921,11.50707498,11.69276608,5.95017987,5.742586211,4.792846702,70.6947605,49.74317556,50.25682444,,,,3.037957088,1429.019731,220.8282158,47,241.6666667,0.194480534,30,0.124143766,72.33333333,234.6666667,0.307954453,72,131.5,Arrb1_E01V_v2.xls,Arrb1,25.55717385,18.80378249,
,Arrb1_E01_hV_F_s6,53.13172672,23.42339049,229.1362544,37.20511174,7.49677551,44.70188725,15.92661498,60.62850223,87.57500663,38.58010215,38.2775586,73.84489122,26.15510878,35.54141149,1.509019062,0.581374624,14.21674975,51.84562479,2.741626699,315.22361,88.04489067,35.66464471,7.166370982,14.45153792,50.11618263,57.28255361,30.76233706,65.06903096,34.93096904,67.26099299,30.02086665,93.9924616,94.36729741,11.26193592,11.38846947,7.799077506,3.589391966,6.56589902,81.45111062,68.43793602,31.56206398,,,,2.347199397,1439.678567,240.7352426,47.33333333,241.3333333,0.196097139,30.66666667,0.127038719,87.5,230.3333333,0.372175141,74.33333333,146.3333333,Arrb1_E01V_v2.xls,Arrb1,26.91803087,19.18030055,
,Arrb1_E01_hV_F_s7,50.36700573,25.64131797,196.728708,35.3233377,10.59764994,45.92098763,15.04366803,60.96465566,82.6310033,42.08418433,38.00416185,75.28481237,24.71518763,32.95936316,1.424283638,0.539758111,13.88545052,48.58317225,3.189909162,269.982553,87.56346114,33.47817034,9.864973916,13.8008714,47.27904173,57.14401565,30.41944549,65.19001024,34.80998976,66.49947357,37.86622977,94.46337031,93.90953047,10.00354892,10.09376904,6.281141241,3.8126278,4.942615325,87.81414178,61.41279253,38.58720747,,,,3.105417877,1573.196153,250.5503091,44,244,0.180313182,28.33333333,0.116114069,77.33333333,233.6666667,0.331727358,73,125,Arrb1_E01V_v2.xls,Arrb1,24.83684654,18.00537593,
,Arrb1_E01_hV_F_s8,53.00951075,29.7165682,179.646999,33.53459411,10.24165156,43.77624567,19.47491664,63.25116232,83.77130866,46.94064875,41.36303948,69.28804258,30.71195742,44.5772224,1.494918557,0.632707761,18.41534265,57.02385754,3.159946071,263.4567753,88.30873253,31.91573835,9.570847072,17.72786378,49.64360213,59.2144492,29.09428333,67.04307775,32.95692225,60.32682954,32.00661282,93.74455854,93.611158,7.851915942,7.976832442,5.110877263,2.865955178,4.038351125,82.37776209,64.92853693,35.07146307,,,,2.971637622,1482.076339,256.4081123,47.33333333,243.6666667,0.194247678,28,0.114905889,90.66666667,234.1666667,0.387645618,74.5,123.3333333,Arrb1_E01V_v2.xls,Arrb1,25.43657743,18.59838857,
Female,Bex4_E01_hV_F_s1,60.82832161,42.93464675,138.5378006,29.80262305,14.13785047,44.75481531,28.79679627,73.55161158,80.65040094,58.23511679,51.17420393,61.11448227,38.88551773,64.18784811,1.476277328,0.974638459,19.12521874,65.89283353,3.269368932,247.3712295,86.55350791,26.88998979,12.30763012,27.12904967,54.64093873,66.94856885,18.24508057,78.50927832,21.49072168,44.5190725,28.22178615,94.25709112,92.05741056,8.703509688,8.956099886,8.114380414,1.761916291,6.344935665,89.52110536,82.93457333,17.06542667,,,,2.686066371,1797.265795,298.1557942,63.5,253,0.250988142,29,0.114624506,150.5,241,0.625916321,92.33333333,124,Bex4_E01V_v2.xls,Bex4,39.07702104,13.04840377,
